Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km),coordinates
VOLKSWAGEN,TIGUAN,SUV - SMALL,2.0,4,AS6,Z,11.7,9.6,10.7,26,256,"52.43639, 10.76917"
VOLKSWAGEN,TIGUAN 4MOTION,SUV - SMALL,2.0,4,AS6,Z,12.0,10.0,11.1,25,263,"52.43639, 10.76917"
VOLKSWAGEN,TOUAREG,SUV - STANDARD,3.6,6,AS8,X,13.8,10.4,12.2,23,287,"52.43639, 10.76917"
VOLVO,S60 T5,COMPACT,2.0,4,AS8,X,9.6,7.0,8.4,34,198,"57.7089, 11.9746"
VOLVO,S60 T5 AWD,COMPACT,2.0,4,AS8,X,10.7,7.8,9.4,30,219,"57.7089, 11.9746"
VOLVO,S60 INSCRIPTION T5,COMPACT,2.0,4,AS8,X,9.6,7.0,8.4,34,198,"57.7089, 11.9746"
VOLVO,S60 INSCRIPTION T5 AWD,COMPACT,2.0,4,AS8,X,10.7,7.8,9.4,30,219,"57.7089, 11.9746"
VOLVO,S60 T6 AWD,COMPACT,2.0,4,AS8,Z,10.9,7.7,9.5,30,221,"57.7089, 11.9746"
VOLVO,S60 POLESTAR,COMPACT,2.0,4,AS8,Z,11.8,8.5,10.3,27,241,"57.7089, 11.9746"
VOLVO,S60 CC T5 AWD,COMPACT,2.0,4,AS8,X,10.8,7.8,9.4,30,220,"57.7089, 11.9746"
VOLVO,S90 T5,MID-SIZE,2.0,4,AS8,Z,10.1,7.0,8.7,32,204,"57.7089, 11.9746"
VOLVO,S90 T6 AWD,MID-SIZE,2.0,4,AS8,Z,10.8,7.6,9.4,30,219,"57.7089, 11.9746"
VOLVO,V60 T5,STATION WAGON - SMALL,2.0,4,AS8,X,9.6,7.0,8.4,34,198,"57.7089, 11.9746"
VOLVO,V60 T5 AWD,STATION WAGON - SMALL,2.0,4,AS8,X,10.7,7.8,9.4,30,219,"57.7089, 11.9746"
VOLVO,V60 T6 AWD,STATION WAGON - SMALL,2.0,4,AS8,Z,10.9,7.7,9.5,30,221,"57.7089, 11.9746"
VOLVO,V60 POLESTAR,STATION WAGON - SMALL,2.0,4,AS8,Z,11.8,8.5,10.3,27,241,"57.7089, 11.9746"
VOLVO,V60 CC T5 AWD,STATION WAGON - SMALL,2.0,4,AS8,X,10.8,7.8,9.4,30,220,"57.7089, 11.9746"
VOLVO,V90 T5,STATION WAGON - MID-SIZE,2.0,4,AS8,Z,10.1,7.0,8.7,32,204,"57.7089, 11.9746"
VOLVO,V90 T6 AWD,STATION WAGON - MID-SIZE,2.0,4,AS8,Z,10.8,7.6,9.4,30,219,"57.7089, 11.9746"
VOLVO,V90 CC T6 AWD,STATION WAGON - MID-SIZE,2.0,4,AS8,Z,10.7,7.9,9.4,30,221,"57.7089, 11.9746"
VOLVO,XC60 T5,SUV - SMALL,2.0,4,AS8,X,10.4,7.8,9.2,31,216,"57.7089, 11.9746"
VOLVO,XC60 T5 AWD,SUV - SMALL,2.0,4,AS8,X,11.3,8.4,10.0,28,233,"57.7089, 11.9746"
VOLVO,XC60 T6 AWD,SUV - SMALL,2.0,4,AS8,Z,11.7,8.7,10.4,27,244,"57.7089, 11.9746"
VOLVO,XC90 T5,SUV - STANDARD,2.0,4,AS8,Z,10.6,9.1,10.0,28,232,"57.7089, 11.9746"
VOLVO,XC90 T5 AWD,SUV - STANDARD,2.0,4,AS8,Z,10.8,9.5,10.2,28,239,"57.7089, 11.9746"
VOLVO,XC90 T6 AWD,SUV - STANDARD,2.0,4,AS8,Z,11.5,9.6,10.6,27,249,"57.7089, 11.9746"
ACURA,ILX,COMPACT,2.4,4,AM8,Z,9.4,6.8,8.2,34,192,"35.6895, 139.6917"
ACURA,MDX SH-AWD,SUV - SMALL,3.5,6,AS9,Z,12.6,9.0,11.0,26,259,"35.6895, 139.6917"
ACURA,MDX SH-AWD ELITE,SUV - SMALL,3.5,6,AS9,Z,12.2,9.0,10.7,26,251,"35.6895, 139.6917"
ACURA,MDX HYBRID AWD,SUV - SMALL,3.0,6,AM7,Z,9.1,9.0,9.0,31,210,"35.6895, 139.6917"
ACURA,NSX,TWO-SEATER,3.5,6,AM9,Z,11.1,10.8,11.0,26,261,"35.6895, 139.6917"
ACURA,RDX AWD,SUV - SMALL,3.5,6,AS6,Z,12.4,8.7,10.7,26,250,"35.6895, 139.6917"
ACURA,RLX HYBRID,MID-SIZE,3.5,6,AM7,Z,8.4,8.2,8.4,34,196,"35.6895, 139.6917"
ACURA,TLX,COMPACT,2.4,4,AM8,Z,10.0,7.1,8.7,32,205,"35.6895, 139.6917"
ACURA,TLX A-SPEC,COMPACT,2.4,4,AM8,Z,10.2,7.4,8.9,32,209,"35.6895, 139.6917"
ACURA,TLX SH-AWD,COMPACT,3.5,6,AS9,Z,11.4,7.7,9.8,29,228,"35.6895, 139.6917"
ACURA,TLX SH-AWD A-SPEC,COMPACT,3.5,6,AS9,Z,12.0,8.2,10.3,27,240,"35.6895, 139.6917"
ALFA ROMEO,4C COUPE,TWO-SEATER,1.8,4,AM6,Z,9.7,6.9,8.4,34,197,"45.4642, 9.1900"
ALFA ROMEO,4C SPIDER,TWO-SEATER,1.8,4,AM6,Z,9.7,6.9,8.4,34,197,"45.4642, 9.1900"
ALFA ROMEO,GIULIA,MID-SIZE,2.0,4,A8,Z,10.0,7.2,8.7,32,205,"45.4642, 9.1900"
ALFA ROMEO,GIULIA AWD,MID-SIZE,2.0,4,A8,Z,10.5,7.7,9.2,31,217,"45.4642, 9.1900"
ALFA ROMEO,GIULIA QUADRIFOGLIO,MID-SIZE,2.9,6,A8,Z,13.8,9.6,11.9,24,280,"45.4642, 9.1900"
ALFA ROMEO,STELVIO AWD,SUV - SMALL,2.0,4,A8,Z,10.8,8.3,9.6,29,226,"45.4642, 9.1900"
ALFA ROMEO,STELVIO QUADRIFOGLIO,SUV - SMALL,2.9,6,A8,Z,14.1,10.4,12.4,23,292,"45.4642, 9.1900"
ASTON MARTIN,DB11 V8,MINICOMPACT,4.0,8,A8,Z,13.0,9.8,11.5,25,271,"52.1910, -1.6960"
ASTON MARTIN,DB11 V12,MINICOMPACT,5.2,12,A8,Z,15.5,11.4,13.7,21,322,"52.1910, -1.6960"
ASTON MARTIN,RAPIDE S,SUBCOMPACT,6.0,12,A8,Z,16.7,10.9,14.1,20,332,"52.1910, -1.6960"
ASTON MARTIN,VANQUISH,MINICOMPACT,6.0,12,A8,Z,17.5,11.4,14.7,19,346,"52.1910, -1.6960"
AUDI,A3,SUBCOMPACT,2.0,4,AM7,X,9.1,6.8,8.0,35,188,"48.7665, 11.4259"
AUDI,A3 QUATTRO,SUBCOMPACT,2.0,4,AM6,X,9.7,7.5,8.7,32,205,"48.7665, 11.4259"
AUDI,A3 CABRIOLET QUATTRO,SUBCOMPACT,2.0,4,AM6,X,10.8,8.0,9.5,30,223,"48.7665, 11.4259"
AUDI,A4,COMPACT,2.0,4,AM7,Z,8.6,6.4,7.6,37,177,"48.7665, 11.4259"
AUDI,A4 QUATTRO,COMPACT,2.0,4,AM7,Z,10.0,7.0,8.7,32,203,"48.7665, 11.4259"
AUDI,A4 QUATTRO,COMPACT,2.0,4,M6,Z,9.9,7.1,8.7,32,204,"48.7665, 11.4259"
AUDI,A4 ALLROAD QUATTRO,STATION WAGON - SMALL,2.0,4,AM7,Z,10.5,7.9,9.3,30,217,"48.7665, 11.4259"
AUDI,A5 QUATTRO,SUBCOMPACT,2.0,4,AM7,Z,10.0,7.0,8.7,32,203,"48.7665, 11.4259"
AUDI,A5 QUATTRO,SUBCOMPACT,2.0,4,M6,Z,9.9,7.1,8.7,32,204,"48.7665, 11.4259"
AUDI,A5 CABRIOLET QUATTRO,SUBCOMPACT,2.0,4,AM7,Z,10.0,7.0,8.7,32,203,"48.7665, 11.4259"
AUDI,A5 SPORTBACK QUATTRO,MID-SIZE,2.0,4,AM7,Z,10.0,7.0,8.7,32,203,"48.7665, 11.4259"
AUDI,A6 QUATTRO,MID-SIZE,2.0,4,AS8,Z,10.6,7.5,9.2,31,216,"48.7665, 11.4259"
AUDI,A6 QUATTRO,MID-SIZE,3.0,6,AS8,Z,11.5,8.2,10.0,28,235,"48.7665, 11.4259"
AUDI,A7 QUATTRO,MID-SIZE,3.0,6,AS8,Z,11.5,8.2,10.0,28,235,"48.7665, 11.4259"
AUDI,A8,FULL-SIZE,3.0,6,AS8,Z,12.6,8.0,10.5,27,247,"48.7665, 11.4259"
AUDI,A8,FULL-SIZE,4.0,8,AS8,Z,15.1,9.1,12.4,23,290,"48.7665, 11.4259"
AUDI,A8L,FULL-SIZE,4.0,8,AS8,Z,15.1,9.1,12.4,23,290,"48.7665, 11.4259"
AUDI,Q3,COMPACT,2.0,4,AS6,Z,11.6,8.3,10.1,28,236,"48.7665, 11.4259"
AUDI,Q3 QUATTRO,COMPACT,2.0,4,AS6,Z,11.9,8.4,10.3,27,240,"48.7665, 11.4259"
AUDI,Q5,SUV - SMALL,2.0,4,AS7,Z,10.4,8.6,9.6,29,226,"48.7665, 11.4259"
AUDI,Q7,SUV - STANDARD,2.0,4,AS8,Z,12.2,9.5,11.0,26,258,"48.7665, 11.4259"
AUDI,Q7,SUV - STANDARD,3.0,6,AS8,Z,12.6,9.4,11.1,25,260,"48.7665, 11.4259"
AUDI,R8,TWO-SEATER,5.2,10,AM7,Z,16.0,9.5,13.1,22,304,"48.7665, 11.4259"
AUDI,R8 QUATTRO,TWO-SEATER,5.2,10,AM7,Z,17.1,11.3,14.5,19,338,"48.7665, 11.4259"
AUDI,R8 SPYDER,TWO-SEATER,5.2,10,AM7,Z,17.1,11.3,14.5,19,338,"48.7665, 11.4259"
AUDI,RS 3,SUBCOMPACT,2.5,5,AM7,Z,12.4,8.3,10.5,27,248,"48.7665, 11.4259"
AUDI,RS 5,SUBCOMPACT,2.9,6,AM8,Z,12.9,8.9,11.1,25,260,"48.7665, 11.4259"
AUDI,RS 7,MID-SIZE,4.0,8,AS8,Z,17.0,9.6,13.7,21,318,"48.7665, 11.4259"
AUDI,S3,SUBCOMPACT,2.0,4,AM7,Z,10.6,8.3,9.6,29,223,"48.7665, 11.4259"
AUDI,S4,COMPACT,3.0,6,AM8,Z,11.5,8.0,9.9,29,232,"48.7665, 11.4259"
AUDI,S5,SUBCOMPACT,3.0,6,AM8,Z,11.5,8.0,9.9,29,232,"48.7665, 11.4259"
AUDI,S5 CABRIOLET,SUBCOMPACT,3.0,6,AM8,Z,11.9,8.1,10.2,28,239,"48.7665, 11.4259"
AUDI,S5 SPORTBACK,MID-SIZE,3.0,6,AM8,Z,11.5,8.0,9.9,29,232,"48.7665, 11.4259"
AUDI,S6,MID-SIZE,4.0,8,AM7,Z,15.0,10.0,12.8,22,298,"48.7665, 11.4259"
AUDI,S7,MID-SIZE,4.0,8,AM7,Z,15.0,10.0,12.8,22,298,"48.7665, 11.4259"
AUDI,S8,MID-SIZE,4.0,8,AS8,Z,16.2,9.9,13.4,21,313,"48.7665, 11.4259"
AUDI,SQ5,SUV - SMALL,3.0,6,AM8,Z,12.7,10.0,11.5,25,270,"48.7665, 11.4259"
AUDI,TT COUPE QUATTRO,SUBCOMPACT,2.0,4,AM6,X,10.1,7.8,9.1,31,209,"48.7665, 11.4259"
AUDI,TT ROADSTER QUATTRO,TWO-SEATER,2.0,4,AM6,X,10.1,7.8,9.1,31,209,"48.7665, 11.4259"
AUDI,TT RS,SUBCOMPACT,2.5,5,AM7,Z,12.3,8.2,10.5,27,245,"48.7665, 11.4259"
AUDI,TTS COUPE,SUBCOMPACT,2.0,4,AM6,Z,10.3,8.6,9.5,30,222,"48.7665, 11.4259"
BENTLEY,BENTAYGA,SUV - STANDARD,6.0,12,AS8,Z,18.8,12.2,15.9,18,370,"53.10444, -2.47389"
BENTLEY,CONTINENTAL GT CONVERTIBLE,COMPACT,6.0,12,AS8,Z,20.4,12.0,16.6,17,389,"53.10444, -2.47389"
BENTLEY,CONTINENTAL SUPERSPORTS,COMPACT,6.0,12,AS8,Z,20.4,12.0,16.6,17,389,"53.10444, -2.47389"
BENTLEY,FLYING SPUR,MID-SIZE,4.0,8,AS8,Z,18.8,10.7,15.1,19,353,"53.10444, -2.47389"
BENTLEY,FLYING SPUR,MID-SIZE,6.0,12,AS8,Z,20.4,12.0,16.6,17,389,"53.10444, -2.47389"
BENTLEY,MULSANNE,MID-SIZE,6.8,8,AS8,Z,20.9,13.0,17.3,16,405,"53.10444, -2.47389"
BMW,230i COUPE,SUBCOMPACT,2.0,4,AS8,Z,9.8,6.8,8.4,34,197,"48.1351, 11.5820"
BMW,230i COUPE,SUBCOMPACT,2.0,4,M6,Z,11.1,7.3,9.4,30,219,"48.1351, 11.5820"
BMW,230i xDRIVE CABRIOLET,SUBCOMPACT,2.0,4,AS8,Z,10.2,7.2,8.9,32,208,"48.1351, 11.5820"
BMW,230i xDRIVE COUPE,SUBCOMPACT,2.0,4,AS8,Z,9.9,7.1,8.6,33,202,"48.1351, 11.5820"
BMW,328d xDRIVE,COMPACT,2.0,4,AS8,D,7.8,5.9,7.0,40,184,"48.1351, 11.5820"
BMW,328d xDRIVE TOURING,STATION WAGON - SMALL,2.0,4,AS8,D,7.8,5.9,7.0,40,184,"48.1351, 11.5820"
BMW,330i xDRIVE,COMPACT,2.0,4,AS8,Z,10.2,7.2,8.9,32,208,"48.1351, 11.5820"
BMW,330i xDRIVE GRAN TURISMO,FULL-SIZE,2.0,4,AS8,Z,10.2,7.2,8.9,32,208,"48.1351, 11.5820"
BMW,330i xDRIVE TOURING,STATION WAGON - SMALL,2.0,4,AS8,Z,10.2,7.2,8.9,32,208,"48.1351, 11.5820"
BMW,340i,COMPACT,3.0,6,AS8,Z,9.2,6.2,7.8,36,183,"48.1351, 11.5820"
BMW,340i,COMPACT,3.0,6,M6,Z,12.1,8.1,10.3,27,240,"48.1351, 11.5820"
BMW,340i xDRIVE,COMPACT,3.0,6,AS8,Z,11.1,7.5,9.5,30,223,"48.1351, 11.5820"
BMW,340i xDRIVE,COMPACT,3.0,6,M6,Z,12.2,8.4,10.5,27,245,"48.1351, 11.5820"
BMW,340i xDRIVE GRAN TURISMO,FULL-SIZE,3.0,6,AS8,Z,11.8,7.9,10.0,28,235,"48.1351, 11.5820"
BMW,430i xDRIVE CABRIOLET,SUBCOMPACT,2.0,4,AS8,Z,10.7,7.3,9.1,31,214,"48.1351, 11.5820"
BMW,430i xDRIVE COUPE,COMPACT,2.0,4,AS8,Z,10.2,7.2,8.9,32,208,"48.1351, 11.5820"
BMW,430i xDRIVE GRAN COUPE,COMPACT,2.0,4,AS8,Z,10.2,7.2,8.9,32,208,"48.1351, 11.5820"
BMW,440i COUPE,COMPACT,3.0,6,AS8,Z,9.2,6.2,7.8,36,183,"48.1351, 11.5820"
BMW,440i COUPE,COMPACT,3.0,6,M6,Z,12.1,8.1,10.3,27,240,"48.1351, 11.5820"
BMW,440i xDRIVE CABRIOLET,SUBCOMPACT,3.0,6,AS8,Z,11.8,7.9,10.0,28,235,"48.1351, 11.5820"
BMW,440i xDRIVE COUPE,COMPACT,3.0,6,AS8,Z,11.1,7.5,9.5,30,223,"48.1351, 11.5820"
BMW,440i xDRIVE COUPE,COMPACT,3.0,6,M6,Z,12.2,8.4,10.5,27,245,"48.1351, 11.5820"
BMW,440i xDRIVE GRAN COUPE,COMPACT,3.0,6,AS8,Z,11.1,7.5,9.5,30,223,"48.1351, 11.5820"
BMW,530i xDRIVE,MID-SIZE,2.0,4,AS8,Z,10.2,7.2,8.9,32,208,"48.1351, 11.5820"
BMW,540i xDRIVE,MID-SIZE,3.0,6,AS8,Z,11.6,8.1,10.0,28,236,"48.1351, 11.5820"
BMW,640i xDRIVE CABRIOLET,SUBCOMPACT,3.0,6,AS8,Z,12.3,8.4,10.5,27,248,"48.1351, 11.5820"
BMW,640i xDRIVE GRAN COUPE,COMPACT,3.0,6,AS8,Z,12.3,8.4,10.5,27,248,"48.1351, 11.5820"
BMW,640i xDRIVE GRAN TURISMO,FULL-SIZE,3.0,6,AS8,Z,11.9,8.4,10.3,27,241,"48.1351, 11.5820"
BMW,650i xDRIVE CABRIOLET,SUBCOMPACT,4.4,8,AS8,Z,14.7,9.6,12.4,23,292,"48.1351, 11.5820"
BMW,650i xDRIVE COUPE,SUBCOMPACT,4.4,8,AS8,Z,14.0,10.0,12.2,23,286,"48.1351, 11.5820"
BMW,650i xDRIVE GRAN COUPE,COMPACT,4.4,8,AS8,Z,14.7,9.6,12.4,23,292,"48.1351, 11.5820"
BMW,750i xDRIVE,FULL-SIZE,4.4,8,AS8,Z,14.7,9.6,12.4,23,292,"48.1351, 11.5820"
BMW,750i xDRIVE SWB,FULL-SIZE,4.4,8,AS8,Z,14.3,9.4,12.1,23,283,"48.1351, 11.5820"
BMW,ALPINA B6 xDRIVE GRAN COUPE,COMPACT,4.4,8,AS8,Z,14.7,9.6,12.4,23,292,"48.1351, 11.5820"
BMW,M2,SUBCOMPACT,3.0,6,AM7,Z,11.8,8.9,10.5,27,245,"48.1351, 11.5820"
BMW,M2,SUBCOMPACT,3.0,6,M6,Z,13.1,9.2,11.4,25,267,"48.1351, 11.5820"
BMW,M240i CABRIOLET,SUBCOMPACT,3.0,6,AS8,Z,10.9,7.7,9.5,30,222,"48.1351, 11.5820"
BMW,M240i CABRIOLET,SUBCOMPACT,3.0,6,M6,Z,12.7,8.7,10.9,26,255,"48.1351, 11.5820"
BMW,M240i COUPE,SUBCOMPACT,3.0,6,AS8,Z,10.9,7.7,9.5,30,222,"48.1351, 11.5820"
BMW,M240i COUPE,SUBCOMPACT,3.0,6,M6,Z,12.5,8.4,10.7,26,249,"48.1351, 11.5820"
BMW,M240i xDRIVE CABRIOLET,SUBCOMPACT,3.0,6,AS8,Z,11.2,7.8,9.7,29,227,"48.1351, 11.5820"
BMW,M240i xDRIVE COUPE,SUBCOMPACT,3.0,6,AS8,Z,11.2,7.8,9.7,29,227,"48.1351, 11.5820"
BMW,M3,COMPACT,3.0,6,AM7,Z,13.5,9.9,11.9,24,280,"48.1351, 11.5820"
BMW,M3,COMPACT,3.0,6,M6,Z,13.5,9.3,11.6,24,273,"48.1351, 11.5820"
BMW,M4 CABRIOLET,SUBCOMPACT,3.0,6,AM7,Z,14.5,10.5,12.7,22,299,"48.1351, 11.5820"
BMW,M4 CABRIOLET,SUBCOMPACT,3.0,6,M6,Z,13.8,9.4,11.9,24,280,"48.1351, 11.5820"
BMW,M4 COUPE,COMPACT,3.0,6,AM7,Z,13.5,9.9,11.9,24,280,"48.1351, 11.5820"
BMW,M4 COUPE,COMPACT,3.0,6,M6,Z,13.5,9.3,11.6,24,273,"48.1351, 11.5820"
BMW,M550i xDRIVE,MID-SIZE,4.4,8,AS8,Z,14.3,9.4,12.1,23,283,"48.1351, 11.5820"
BMW,M6 CABRIOLET,SUBCOMPACT,4.4,8,AM7,Z,17.3,11.6,14.7,19,344,"48.1351, 11.5820"
BMW,M6 CABRIOLET,SUBCOMPACT,4.4,8,M6,Z,16.2,10.9,13.8,20,324,"48.1351, 11.5820"
BMW,M6 COUPE,SUBCOMPACT,4.4,8,AM7,Z,17.3,11.6,14.7,19,344,"48.1351, 11.5820"
BMW,M6 COUPE,SUBCOMPACT,4.4,8,M6,Z,16.2,10.9,13.8,20,324,"48.1351, 11.5820"
BMW,M6 GRAN COUPE,COMPACT,4.4,8,AM7,Z,17.3,11.6,14.7,19,344,"48.1351, 11.5820"
BMW,M6 GRAN COUPE,COMPACT,4.4,8,M6,Z,16.2,10.9,13.8,20,324,"48.1351, 11.5820"
BMW,M760i xDRIVE,FULL-SIZE,6.6,12,AS8,Z,17.7,11.9,15.1,19,355,"48.1351, 11.5820"
BMW,X1 xDRIVE28i,SUV - SMALL,2.0,4,AS8,Z,10.7,7.5,9.3,30,217,"48.1351, 11.5820"
BMW,X2 xDRIVE28i,SUV - SMALL,2.0,4,AS8,Z,11.0,7.7,9.5,30,222,"48.1351, 11.5820"
BMW,X3 xDRIVE30i,SUV - SMALL,2.0,4,AS8,Z,10.8,8.0,9.5,30,223,"48.1351, 11.5820"
BMW,X3 M40i,SUV - SMALL,3.0,6,AS8,Z,11.7,8.6,10.3,27,241,"48.1351, 11.5820"
BMW,X4 xDRIVE28i,SUV - SMALL,2.0,4,AS8,Z,11.8,8.6,10.3,27,240,"48.1351, 11.5820"
BMW,X4 M40i,SUV - SMALL,3.0,6,AS8,Z,12.9,9.5,11.4,25,266,"48.1351, 11.5820"
BMW,X5 xDRIVE35d,SUV - STANDARD,3.0,6,AS8,D,10.3,8.0,9.3,30,246,"48.1351, 11.5820"
BMW,X5 xDRIVE35i,SUV - STANDARD,3.0,6,AS8,Z,13.0,9.8,11.5,25,270,"48.1351, 11.5820"
BMW,X5 xDRIVE50i,SUV - STANDARD,4.4,8,AS8,Z,15.4,11.2,13.5,21,317,"48.1351, 11.5820"
BMW,X5 M,SUV - STANDARD,4.4,8,AS8,Z,16.6,12.1,14.6,19,341,"48.1351, 11.5820"
BMW,X6 xDRIVE35i,SUV - STANDARD,3.0,6,AS8,Z,13.0,9.8,11.5,25,270,"48.1351, 11.5820"
BMW,X6 xDRIVE50i,SUV - STANDARD,4.4,8,AS8,Z,15.4,11.2,13.5,21,317,"48.1351, 11.5820"
BMW,X6 M,SUV - STANDARD,4.4,8,AS8,Z,16.6,12.1,14.6,19,341,"48.1351, 11.5820"
BUGATTI,CHIRON,TWO-SEATER,8.0,16,AM7,Z,26.8,16.6,22.2,13,522,"48.52722, 7.49611"
BUICK,ENCLAVE,SUV - STANDARD,3.6,6,AS9,X,12.9,9.0,11.2,25,263,"42.3314, -83.0458"
BUICK,ENCLAVE AWD,SUV - STANDARD,3.6,6,AS9,X,13.8,9.4,11.8,24,277,"42.3314, -83.0458"
BUICK,ENCORE,SUV - SMALL,1.4,4,AS6,X,9.3,7.2,8.3,34,194,"42.3314, -83.0458"
BUICK,ENCORE (SIDI with Stop/Start),SUV - SMALL,1.4,4,AS6,X,8.6,7.1,7.9,36,185,"42.3314, -83.0458"
BUICK,ENCORE AWD,SUV - SMALL,1.4,4,AS6,X,9.9,7.8,8.9,32,210,"42.3314, -83.0458"
BUICK,ENCORE AWD (SIDI with Stop/Start),SUV - SMALL,1.4,4,AS6,X,9.0,7.6,8.3,34,196,"42.3314, -83.0458"
BUICK,ENVISION AWD,SUV - SMALL,2.0,4,A6,Z,11.8,9.1,10.6,27,248,"42.3314, -83.0458"
BUICK,ENVISION AWD,SUV - SMALL,2.5,4,A6,X,11.1,8.6,10.0,28,234,"42.3314, -83.0458"
BUICK,LACROSSE,MID-SIZE,3.6,6,AS9,X,11.3,7.9,9.7,29,228,"42.3314, -83.0458"
BUICK,LACROSSE eASSIST,MID-SIZE,2.5,4,A6,X,9.3,6.7,8.1,35,190,"42.3314, -83.0458"
BUICK,LACROSSE AWD,MID-SIZE,3.6,6,AS9,X,11.8,8.0,10.1,28,237,"42.3314, -83.0458"
BUICK,REGAL,FULL-SIZE,2.0,4,AS9,Z,10.7,7.4,9.2,31,217,"42.3314, -83.0458"
BUICK,REGAL AWD,FULL-SIZE,2.0,4,AS8,Z,11.0,8.0,9.6,29,227,"42.3314, -83.0458"
BUICK,REGAL AWD,FULL-SIZE,3.6,6,AS9,X,12.4,8.7,10.7,26,250,"42.3314, -83.0458"
CADILLAC,ATS,COMPACT,2.0,4,AS8,Z,10.5,7.7,9.2,31,216,"42.3314, -83.0458"
CADILLAC,ATS,COMPACT,2.0,4,M6,Z,12.0,8.2,10.3,27,240,"42.3314, -83.0458"
CADILLAC,ATS,COMPACT,3.6,6,AS8,X,11.6,8.0,10.0,28,234,"42.3314, -83.0458"
CADILLAC,ATS AWD,COMPACT,2.0,4,AS8,Z,10.8,7.9,9.5,30,222,"42.3314, -83.0458"
CADILLAC,ATS AWD,COMPACT,3.6,6,AS8,X,12.1,8.6,10.5,27,247,"42.3314, -83.0458"
CADILLAC,ATS-V,COMPACT,3.6,6,AS8,Z,13.9,9.4,11.9,24,291,"42.3314, -83.0458"
CADILLAC,ATS-V,COMPACT,3.6,6,M6,Z,14.4,10.4,12.6,22,295,"42.3314, -83.0458"
CADILLAC,CT6,FULL-SIZE,2.0,4,AS8,Z,11.0,7.8,9.5,30,224,"42.3314, -83.0458"
CADILLAC,CT6 AWD,FULL-SIZE,3.0,6,AS8,Z,13.0,9.1,11.2,25,263,"42.3314, -83.0458"
CADILLAC,CT6 AWD,FULL-SIZE,3.6,6,AS8,X,13.0,8.9,11.1,25,261,"42.3314, -83.0458"
CADILLAC,CTS,MID-SIZE,2.0,4,AS8,Z,11.0,7.8,9.5,30,224,"42.3314, -83.0458"
CADILLAC,CTS,MID-SIZE,3.6,6,AS8,X,11.6,8.0,10.0,28,234,"42.3314, -83.0458"
CADILLAC,CTS AWD,MID-SIZE,2.0,4,AS8,Z,11.2,8.2,9.8,29,229,"42.3314, -83.0458"
CADILLAC,CTS AWD,MID-SIZE,3.6,6,AS8,X,12.1,8.6,10.5,27,247,"42.3314, -83.0458"
CADILLAC,CTS Vsport,MID-SIZE,3.6,6,AS8,Z,15.0,9.9,12.7,22,311,"42.3314, -83.0458"
CADILLAC,CTS-V,MID-SIZE,6.2,8,AS8,Z,16.5,11.1,14.0,20,329,"42.3314, -83.0458"
CADILLAC,ESCALADE 4WD,SUV - STANDARD,6.2,8,A10,Z,16.6,10.9,14.0,20,329,"42.3314, -83.0458"
CADILLAC,XT5,SUV - SMALL,3.6,6,AS8,X,12.1,8.9,10.6,27,250,"42.3314, -83.0458"
CADILLAC,XT5 AWD,SUV - SMALL,3.6,6,AS8,X,12.8,9.3,11.2,25,263,"42.3314, -83.0458"
CADILLAC,XTS,FULL-SIZE,3.6,6,AS6,X,13.2,8.5,11.1,25,260,"42.3314, -83.0458"
CADILLAC,XTS AWD,FULL-SIZE,3.6,6,AS6,X,13.7,9.0,11.6,24,272,"42.3314, -83.0458"
CADILLAC,XTS Vsport AWD,FULL-SIZE,3.6,6,AS6,Z,15.0,10.2,12.8,22,302,"42.3314, -83.0458"
CHEVROLET,CAMARO,SUBCOMPACT,2.0,4,AS8,Z,10.8,7.6,9.4,30,220,"42.3314, -83.0458"
CHEVROLET,CAMARO,SUBCOMPACT,2.0,4,M6,Z,11.9,7.9,10.1,28,235,"42.3314, -83.0458"
CHEVROLET,CAMARO,SUBCOMPACT,3.6,6,AS8,X,12.3,8.2,10.4,27,246,"42.3314, -83.0458"
CHEVROLET,CAMARO,SUBCOMPACT,3.6,6,M6,X,14.4,8.4,11.7,24,274,"42.3314, -83.0458"
CHEVROLET,CAMARO SS,SUBCOMPACT,6.2,8,AS8,Z,14.2,8.7,11.7,24,273,"42.3314, -83.0458"
CHEVROLET,CAMARO SS,SUBCOMPACT,6.2,8,M6,Z,14.3,9.4,12.1,23,284,"42.3314, -83.0458"
CHEVROLET,CAMARO ZL1,SUBCOMPACT,6.2,8,AS10,Z,18.8,11.3,15.4,18,361,"42.3314, -83.0458"
CHEVROLET,CAMARO ZL1,SUBCOMPACT,6.2,8,M6,Z,17.1,12.0,14.8,19,348,"42.3314, -83.0458"
CHEVROLET,CITY EXPRESS,SPECIAL PURPOSE VEHICLE,2.0,4,AV,X,9.8,8.8,9.3,30,218,"42.3314, -83.0458"
CHEVROLET,COLORADO,PICKUP TRUCK - SMALL,2.5,4,A6,X,12.1,9.2,10.8,26,253,"42.3314, -83.0458"
CHEVROLET,COLORADO,PICKUP TRUCK - SMALL,2.5,4,M6,X,11.9,9.2,10.7,26,251,"42.3314, -83.0458"
